Left Home,"January 13, 2019 at 03:42PM",,"https://maps.google.com/?q=53.36951553622526,-6.2363057&z=18"
Arrived Home,"January 13, 2019 at 05:19PM",,"https://maps.google.com/?q=53.36946943640538,-6.236269499999942&z=18"
Left Home,"January 14, 2019 at 07:59AM",,"https://maps.google.com/?q=53.36951553622526,-6.2363057&z=18"
Arrived At Work,"January 14, 2019 at 08:44AM",,"https://maps.google.com/?q=53.33399285914321,-6.2547336944427245&z=18"
Left Work,"January 14, 2019 at 05:09PM",,"https://maps.google.com/?q=53.33387421252122,-6.25497546931149&z=18"
Arrived Home,"January 14, 2019 at 05:58PM",,"https://maps.google.com/?q=53.36946943640538,-6.236269499999942&z=18"
Left Home,"January 15, 2019 at 08:34AM",,"https://maps.google.com/?q=53.36951553622526,-6.2363057&z=18"
Arrived At Work,"January 15, 2019 at 09:18AM",,"https://maps.google.com/?q=53.33399285914321,-6.2547336944427245&z=18"
Left Work,"January 15, 2019 at 01:04PM",,"https://maps.google.com/?q=53.33387421252122,-6.25497546931149&z=18"
Arrived At Work,"January 15, 2019 at 02:07PM",,"https://maps.google.com/?q=53.33399285914321,-6.2547336944427245&z=18"
Left Work,"January 15, 2019 at 06:39PM",,"https://maps.google.com/?q=53.33387421252122,-6.25497546931149&z=18"
Arrived Home,"January 15, 2019 at 07:24PM",,"https://maps.google.com/?q=53.36946943640538,-6.236269499999942&z=18"
Left Home,"January 15, 2019 at 10:04PM",,"https://maps.google.com/?q=53.36951553622526,-6.2363057&z=18"
Arrived Home,"January 15, 2019 at 10:30PM",,"https://maps.google.com/?q=53.36946943640538,-6.236269499999942&z=18"
Left Home,"January 16, 2019 at 08:43AM",,"https://maps.google.com/?q=53.36951553622526,-6.2363057&z=18"
Arrived At Work,"January 16, 2019 at 09:30AM",,"https://maps.google.com/?q=53.33399285914321,-6.2547336944427245&z=18"
Left Work,"January 16, 2019 at 01:19PM",,"https://maps.google.com/?q=53.33387421252122,-6.25497546931149&z=18"
Arrived At Work,"January 16, 2019 at 01:23PM",,"https://maps.google.com/?q=53.33399285914321,-6.2547336944427245&z=18"
Left Work,"January 16, 2019 at 06:41PM",,"https://maps.google.com/?q=53.33387421252122,-6.25497546931149&z=18"
Arrived Home,"January 16, 2019 at 07:16PM",,"https://maps.google.com/?q=53.36946943640538,-6.236269499999942&z=18"
Left Home,"January 17, 2019 at 08:42AM",,"https://maps.google.com/?q=53.36951553622526,-6.2363057&z=18"
Arrived At Work,"January 17, 2019 at 09:33AM",,"https://maps.google.com/?q=53.33399285914321,-6.2547336944427245&z=18"
Left Work,"January 17, 2019 at 01:22PM",,"https://maps.google.com/?q=53.33387421252122,-6.25497546931149&z=18"
Arrived At Work,"January 17, 2019 at 02:08PM",,"https://maps.google.com/?q=53.33399285914321,-6.2547336944427245&z=18"
Left Work,"January 17, 2019 at 06:46PM",,"https://maps.google.com/?q=53.33387421252122,-6.25497546931149&z=18"
Arrived Home,"January 17, 2019 at 07:24PM",,"https://maps.google.com/?q=53.36946943640538,-6.236269499999942&z=18"
Left Home,"January 18, 2019 at 07:57AM",,"https://maps.google.com/?q=53.36951553622526,-6.2363057&z=18"
Arrived At Work,"January 18, 2019 at 08:34AM",,"https://maps.google.com/?q=53.33399285914321,-6.2547336944427245&z=18"
Left Work,"January 18, 2019 at 01:20PM",,"https://maps.google.com/?q=53.33387421252122,-6.25497546931149&z=18"
Arrived At Work,"January 18, 2019 at 01:30PM",,"https://maps.google.com/?q=53.33399285914321,-6.2547336944427245&z=18"
Left Work,"January 18, 2019 at 05:06PM",,"https://maps.google.com/?q=53.33387421252122,-6.25497546931149&z=18"
Arrived Home,"January 18, 2019 at 05:59PM",,"https://maps.google.com/?q=53.36946943640538,-6.236269499999942&z=18"
Left Home,"January 19, 2019 at 12:23PM",,"https://maps.google.com/?q=53.36951553622526,-6.2363057&z=18"
Arrived Home,"January 19, 2019 at 02:03PM",,"https://maps.google.com/?q=53.36946943640538,-6.236269499999942&z=18"
Left Home,"January 20, 2019 at 10:30AM",,"https://maps.google.com/?q=53.36951553622526,-6.2363057&z=18"
Arrived Home,"January 20, 2019 at 11:35AM",,"https://maps.google.com/?q=53.36946943640538,-6.236269499999942&z=18"
Left Home,"January 21, 2019 at 07:56AM",,"https://maps.google.com/?q=53.36951553622526,-6.2363057&z=18"
Arrived At Work,"January 21, 2019 at 08:32AM",,"https://maps.google.com/?q=53.33399285914321,-6.2547336944427245&z=18"
Left Work,"January 21, 2019 at 05:06PM",,"https://maps.google.com/?q=53.33387421252122,-6.25497546931149&z=18"
Arrived Home,"January 21, 2019 at 05:56PM",,"https://maps.google.com/?q=53.36946943640538,-6.236269499999942&z=18"
Left Home,"January 22, 2019 at 08:47AM",,"https://maps.google.com/?q=53.36951553622526,-6.2363057&z=18"
Arrived At Work,"January 22, 2019 at 09:32AM",,"https://maps.google.com/?q=53.33399285914321,-6.2547336944427245&z=18"
Left Work,"January 22, 2019 at 01:12PM",,"https://maps.google.com/?q=53.33387421252122,-6.25497546931149&z=18"
Arrived At Work,"January 22, 2019 at 01:20PM",,"https://maps.google.com/?q=53.33399285914321,-6.2547336944427245&z=18"
Left Work,"January 22, 2019 at 06:36PM",,"https://maps.google.com/?q=53.33387421252122,-6.25497546931149&z=18"
Arrived Home,"January 22, 2019 at 07:12PM",,"https://maps.google.com/?q=53.36946943640538,-6.236269499999942&z=18"
Left Home,"January 23, 2019 at 08:56AM",,"https://maps.google.com/?q=53.36951553622526,-6.2363057&z=18"
Arrived At Work,"January 23, 2019 at 09:37AM",,"https://maps.google.com/?q=53.33399285914321,-6.2547336944427245&z=18"
Left Work,"January 23, 2019 at 01:08PM",,"https://maps.google.com/?q=53.33387421252122,-6.25497546931149&z=18"
Arrived At Work,"January 23, 2019 at 02:09PM",,"https://maps.google.com/?q=53.33399285914321,-6.2547336944427245&z=18"
Left Work,"January 23, 2019 at 06:08PM",,"https://maps.google.com/?q=53.33387421252122,-6.25497546931149&z=18"
Arrived Home,"January 23, 2019 at 06:41PM",,"https://maps.google.com/?q=53.36946943640538,-6.236269499999942&z=18"
Left Home,"January 24, 2019 at 07:51AM",,"https://maps.google.com/?q=53.36951553622526,-6.2363057&z=18"
Arrived At Work,"January 24, 2019 at 08:28AM",,"https://maps.google.com/?q=53.33399285914321,-6.2547336944427245&z=18"
Left Work,"January 24, 2019 at 01:08PM",,"https://maps.google.com/?q=53.33387421252122,-6.25497546931149&z=18"
Arrived At Work,"January 24, 2019 at 01:14PM",,"https://maps.google.com/?q=53.33399285914321,-6.2547336944427245&z=18"
Left Work,"January 24, 2019 at 05:06PM",,"https://maps.google.com/?q=53.33387421252122,-6.25497546931149&z=18"
Arrived Home,"January 24, 2019 at 06:04PM",,"https://maps.google.com/?q=53.36946943640538,-6.236269499999942&z=18"
Left Home,"January 25, 2019 at 08:41AM",,"https://maps.google.com/?q=53.36951553622526,-6.2363057&z=18"
Arrived At Work,"January 25, 2019 at 09:30AM",,"https://maps.google.com/?q=53.33399285914321,-6.2547336944427245&z=18"
Left Work,"January 25, 2019 at 01:08PM",,"https://maps.google.com/?q=53.33387421252122,-6.25497546931149&z=18"
Arrived At Work,"January 25, 2019 at 02:09PM",,"https://maps.google.com/?q=53.33399285914321,-6.2547336944427245&z=18"
Left Work,"January 25, 2019 at 06:07PM",,"https://maps.google.com/?q=53.33387421252122,-6.25497546931149&z=18"
